                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.59962,                0.40365,                 1.0143,                0.93718,                0.81009,                0.88985,                0.75685,                0.59562,                0.36522,                 1.0324,               0.006502,               0.006502,               0.006502
                    108,                0.59598,                 0.4007,                  1.012,                0.94211,                0.81115,                0.89064,                0.75889,                0.59497,                0.37191,                  1.031,               0.006469,               0.006469,               0.006469
                    109,                0.59759,                0.40005,                 1.0045,                0.93955,                0.82127,                0.89068,                0.75707,                0.59584,                0.36882,                 1.0263,               0.006436,               0.006436,               0.006436
                    110,                0.59355,                 0.3986,                 1.0113,                0.94586,                0.81262,                0.89044,                0.75839,                0.59332,                0.36361,                 1.0255,               0.006403,               0.006403,               0.006403
                    111,                 0.6018,                0.40049,                 1.0068,                0.94302,                0.81703,                 0.8891,                0.75654,                0.59667,                 0.3679,                 1.0272,                0.00637,                0.00637,                0.00637
                    112,                0.59496,                 0.3974,                 1.0086,                0.94526,                0.81898,                0.89086,                0.76076,                  0.592,                0.36843,                 1.0267,               0.006337,               0.006337,               0.006337
                    113,                0.59013,                0.39389,                  1.008,                0.91779,                0.83562,                 0.8902,                0.75922,                 0.5946,                0.36725,                 1.0288,               0.006304,               0.006304,               0.006304
                    114,                0.59348,                0.39793,                 1.0075,                0.95158,                0.80769,                0.89009,                0.75747,                0.59732,                0.36529,                 1.0306,               0.006271,               0.006271,               0.006271
                    115,                0.60329,                0.39857,                 1.0138,                0.94127,                0.81654,                0.89132,                0.75729,                0.59495,                0.36207,                 1.0314,               0.006238,               0.006238,               0.006238
                    116,                0.59502,                0.39711,                 1.0078,                0.94005,                0.82192,                0.89338,                0.76134,                0.59011,                0.36278,                 1.0255,               0.006205,               0.006205,               0.006205
                    117,                0.59044,                0.39298,                 1.0041,                0.94718,                0.81311,                0.89316,                0.75995,                0.59226,                0.36552,                 1.0254,               0.006172,               0.006172,               0.006172
                    118,                0.58858,                0.39216,                 1.0055,                0.93776,                0.82045,                0.89152,                0.75723,                 0.6003,                0.36506,                 1.0312,               0.006139,               0.006139,               0.006139
                    119,                0.59999,                0.39794,                 1.0107,                0.92613,                0.82801,                0.89106,                0.75883,                0.59807,                0.36601,                 1.0312,               0.006106,               0.006106,               0.006106
                    120,                0.59307,                0.39481,                 1.0072,                0.94535,                 0.8125,                0.89082,                0.75919,                0.59788,                0.36484,                 1.0291,               0.006073,               0.006073,               0.006073
                    121,                 0.5868,                0.39563,                  1.003,                0.94578,                0.81556,                0.89093,                0.75865,                0.59783,                0.36589,                 1.0276,                0.00604,                0.00604,                0.00604
